Cluster ID,confidence_score,index,subject,predicate,object,sentence_id,sentence
20,0.7979385636909558,90,AT104,型号,装甲人员输送车,29,英国亨伯1T轮式装甲人员输送车，该车由英国GKN防务公司研制，系早期AT104装甲人员输送车的后继车型。AT104原是作为国内安全车而设计的，相比之下该车的用途更为广泛，可作为侦察车、通信指挥车、抢救车、救护车、步兵火力支援车。 该车与AT104的设计结构和外形特征基本相似，主要改进包括增强了车体的防护力；重新设计车底板，增强了车体底甲板对地雷的防护力；增大了发动机功率，缩短了轴距，以提高机动性和转向性能。
21,0.7791916751926983,91,中国北方工业总公司,产国,坦克歼击车,30,PTL02轮式坦克歼击车装备使用一门105毫米线膛炮被中国北方工业总公司（NORINCO）发展用于新的轻型(快速反应)机械化步兵师。 PTL02轮式攻击坦克歼击车装备使用一门105毫米线膛炮被中国北方工业总公司（NORINCO）发展用于解放军新的轻型（快速反应）机械化步兵师。歼击车有一个三人炮塔起源于88式主战坦克（MBT）和基于WZ551式装甲人员输送车（APC）的6X6轮式车底盘。中国官员已经确认目前车辆在生产中。
21,0.7791916751926983,92,PTL02轮式坦克歼击车,型号,坦克歼击车,30,PTL02轮式坦克歼击车装备使用一门105毫米线膛炮被中国北方工业总公司（NORINCO）发展用于新的轻型(快速反应)机械化步兵师。 PTL02轮式攻击坦克歼击车装备使用一门105毫米线膛炮被中国北方工业总公司（NORINCO）发展用于解放军新的轻型（快速反应）机械化步兵师。歼击车有一个三人炮塔起源于88式主战坦克（MBT）和基于WZ551式装甲人员输送车（APC）的6X6轮式车底盘。中国官员已经确认目前车辆在生产中。
21,0.7791916751926983,93,105毫米线膛炮,口径,坦克歼击车,30,PTL02轮式坦克歼击车装备使用一门105毫米线膛炮被中国北方工业总公司（NORINCO）发展用于新的轻型(快速反应)机械化步兵师。 PTL02轮式攻击坦克歼击车装备使用一门105毫米线膛炮被中国北方工业总公司（NORINCO）发展用于解放军新的轻型（快速反应）机械化步兵师。歼击车有一个三人炮塔起源于88式主战坦克（MBT）和基于WZ551式装甲人员输送车（APC）的6X6轮式车底盘。中国官员已经确认目前车辆在生产中。
22,0.8019081854573102,94,德军,研发单位与厂商,Ⅲ号指挥坦克,31,重装集结：二战德军坦克及变型车辆全集：Ⅲ号指挥坦克H型　140
22,0.7864928118309978,95,H型,型号,Ⅲ号指挥坦克,31,重装集结：二战德军坦克及变型车辆全集：Ⅲ号指挥坦克H型　140
22,0.8019081854573102,96,二战,投入使用时间,Ⅲ号指挥坦克,31,重装集结：二战德军坦克及变型车辆全集：Ⅲ号指挥坦克H型　140
23,0.8045867798152773,97,射频/红外导引头,制导系统,海尔法反坦克导弹,32,海尔法反坦克导弹： （1）发射距离远，精度高，威力大。 （2）采用激光制导，抗干扰能力强。 （3）导弹采用模块式设计，可根据战术需要和气象条件选用不同制导方式，配备不同导引头。其中有一种射频/红外导引头，专门用于对付配有雷达的防空导弹、高射炮武器系统。 （4）需目标照射保障。
23,0.8045867798152773,98,激光制导,制导系统,海尔法反坦克导弹,32,海尔法反坦克导弹： （1）发射距离远，精度高，威力大。 （2）采用激光制导，抗干扰能力强。 （3）导弹采用模块式设计，可根据战术需要和气象条件选用不同制导方式，配备不同导引头。其中有一种射频/红外导引头，专门用于对付配有雷达的防空导弹、高射炮武器系统。 （4）需目标照射保障。
10,0.7837259996232242,99,匈牙利,产国,轮式装甲人员输送车,33,匈牙利PSZH-4轮式装甲人员输送车：匈牙利在研制与生产FUG装甲水陆侦察车之后研制该车以取代苏联以及捷克、波兰合作生产的同类车型，但载员较少，越野机动性也稍差。
10,0.8186178546385532,100,PSZH-4,型号,轮式装甲人员输送车,33,匈牙利PSZH-4轮式装甲人员输送车：匈牙利在研制与生产FUG装甲水陆侦察车之后研制该车以取代苏联以及捷克、波兰合作生产的同类车型，但载员较少，越野机动性也稍差。
10,0.8186178546385532,101,PSZH-4,型号,轮式装甲人员输送车,33,匈牙利PSZH-4轮式装甲人员输送车：匈牙利在研制与生产FUG装甲水陆侦察车之后研制该车以取代苏联以及捷克、波兰合作生产的同类车型，但载员较少，越野机动性也稍差。
10,0.8186178546385532,102,FUG,型号,轮式装甲人员输送车,33,匈牙利PSZH-4轮式装甲人员输送车：匈牙利在研制与生产FUG装甲水陆侦察车之后研制该车以取代苏联以及捷克、波兰合作生产的同类车型，但载员较少，越野机动性也稍差。
10,0.8186178546385532,103,FUG,型号,轮式装甲人员输送车,33,匈牙利PSZH-4轮式装甲人员输送车：匈牙利在研制与生产FUG装甲水陆侦察车之后研制该车以取代苏联以及捷克、波兰合作生产的同类车型，但载员较少，越野机动性也稍差。
22,0.8019081854573102,104,德军,研发单位与厂商,Ⅲ号指挥坦克,34,重装集结：二战德军坦克及变型车辆全集：Ⅲ号指挥坦克K型　143
22,0.7864928118309978,105,K型,型号,Ⅲ号指挥坦克,34,重装集结：二战德军坦克及变型车辆全集：Ⅲ号指挥坦克K型　143
22,0.8019081854573102,106,二战,投入使用时间,Ⅲ号指挥坦克,34,重装集结：二战德军坦克及变型车辆全集：Ⅲ号指挥坦克K型　143
24,0.7791917,107,德国VK3001中型坦克,产国,VK3001中型坦克,35,"德国VK3001中型坦克：产品编号     01515  产品名称     德国VK3001(H)中型坦克  条码     9580208015156  产品比例     1:35  产品类型     Static Armor  模型尺寸     Length: 277.2mm   Width: 90.7mm   Height: 78.9mm  零件总数     230pcs  金属部件     n/a  蚀刻部件     n/a  菲林胶片     n/a  树脂部件     n/a  胶版总数     5 sprues plus  lower hull, upper hull, tracks  水贴涂装     With the vehicle being a prototype, so give a small decal sheet consist of  four black/white Balkancreuz, to represent the vehicle in field gray  公布日期     2008-11  更多描述    Chassis -New tooled one-piec"
24,0.7791917,108,01515,型号,VK3001中型坦克,35,"德国VK3001中型坦克：产品编号     01515  产品名称     德国VK3001(H)中型坦克  条码     9580208015156  产品比例     1:35  产品类型     Static Armor  模型尺寸     Length: 277.2mm   Width: 90.7mm   Height: 78.9mm  零件总数     230pcs  金属部件     n/a  蚀刻部件     n/a  菲林胶片     n/a  树脂部件     n/a  胶版总数     5 sprues plus  lower hull, upper hull, tracks  水贴涂装     With the vehicle being a prototype, so give a small decal sheet consist of  four black/white Balkancreuz, to represent the vehicle in field gray  公布日期     2008-11  更多描述    Chassis -New tooled one-piec"
25,0.7791917,109,德国,产国,P-1000超级坦克,36,P-1000超级坦克：1942年初，德国武器局第5处计划开发P-1000超级重型坦克。当时纳粹德国的军事发展以及力量已经达到了高峰程度，阿道夫·希特勒本人在开始的时候对这种研发超重型坦克的项目也很感到兴趣，他觉得坦克愈大就愈强劲，并完全没有考虑到很多实际问题，就批准了由德国的克虏伯公司承担研发超重型坦克的工作。1942年6月23日，在阿尔卑斯公司由Grote博士作主要指导，及Hacke博士协助，研发超重型坦克的研究开发工作正式开始。研发这一辆超重型坦克的研发代号为P-1000，称为“巨鼠”（Ratte）超重型坦克，如果研发完成后，设计重量可高达1000吨左右。同年该公司完成了P-1000超重型坦克的设计书，并向希特勒汇报。他也很欣赏这个研发计划，就命令建议此坦克的武器配置使用两门280毫米炮作主炮。
25,0.7791917,110,1942,研发时间,P-1000超级坦克,36,P-1000超级坦克：1942年初，德国武器局第5处计划开发P-1000超级重型坦克。当时纳粹德国的军事发展以及力量已经达到了高峰程度，阿道夫·希特勒本人在开始的时候对这种研发超重型坦克的项目也很感到兴趣，他觉得坦克愈大就愈强劲，并完全没有考虑到很多实际问题，就批准了由德国的克虏伯公司承担研发超重型坦克的工作。1942年6月23日，在阿尔卑斯公司由Grote博士作主要指导，及Hacke博士协助，研发超重型坦克的研究开发工作正式开始。研发这一辆超重型坦克的研发代号为P-1000，称为“巨鼠”（Ratte）超重型坦克，如果研发完成后，设计重量可高达1000吨左右。同年该公司完成了P-1000超重型坦克的设计书，并向希特勒汇报。他也很欣赏这个研发计划，就命令建议此坦克的武器配置使用两门280毫米炮作主炮。
26,0.7791916751926983,111,美国,产国,地狱火”)导弹,37,“海尔法”(Hellfire，有的刊物译为“地狱火”)导弹是美国70年代研制、80年代装备的一种重型远程反坦克导弹。它最大的特点是采用了模块化设计，主要有AGM-114A／B／K／D等多种型号。
27,0.7791916751926983,112,美国,产国,AGM-114A／B／K／D,37,“海尔法”(Hellfire，有的刊物译为“地狱火”)导弹是美国70年代研制、80年代装备的一种重型远程反坦克导弹。它最大的特点是采用了模块化设计，主要有AGM-114A／B／K／D等多种型号。
26,0.7979385636909558,113,80年代,研发时间,地狱火”)导弹,37,“海尔法”(Hellfire，有的刊物译为“地狱火”)导弹是美国70年代研制、80年代装备的一种重型远程反坦克导弹。它最大的特点是采用了模块化设计，主要有AGM-114A／B／K／D等多种型号。
27,0.7979385636909558,114,80年代,研发时间,AGM-114A／B／K／D,37,“海尔法”(Hellfire，有的刊物译为“地狱火”)导弹是美国70年代研制、80年代装备的一种重型远程反坦克导弹。它最大的特点是采用了模块化设计，主要有AGM-114A／B／K／D等多种型号。
26,0.7979385636909558,115,70年代,研发时间,地狱火”)导弹,37,“海尔法”(Hellfire，有的刊物译为“地狱火”)导弹是美国70年代研制、80年代装备的一种重型远程反坦克导弹。它最大的特点是采用了模块化设计，主要有AGM-114A／B／K／D等多种型号。
27,0.7979385636909558,116,70年代,研发时间,AGM-114A／B／K／D,37,“海尔法”(Hellfire，有的刊物译为“地狱火”)导弹是美国70年代研制、80年代装备的一种重型远程反坦克导弹。它最大的特点是采用了模块化设计，主要有AGM-114A／B／K／D等多种型号。
28,0.7791916751926983,117,德国,产国,装甲抢救车,38,德国“水牛”BPz3装甲抢救车是德国研制的一中坦克、装甲车等的抢修车。
28,0.7979385636909558,118,“水牛”,型号,装甲抢救车,38,德国“水牛”BPz3装甲抢救车是德国研制的一中坦克、装甲车等的抢修车。
28,0.7979385636909558,119,BPz3,型号,装甲抢救车,38,德国“水牛”BPz3装甲抢救车是德国研制的一中坦克、装甲车等的抢修车。
29,0.7791916751926983,120,德军,研发单位与厂商,指挥坦克,39,重装集结：二战德军坦克及变型车辆全集：Ⅲ号指挥坦克E型　140
29,0.7915022267179217,121,Ⅲ号,型号,指挥坦克,39,重装集结：二战德军坦克及变型车辆全集：Ⅲ号指挥坦克E型　140
29,0.7915022267179217,122,E型,型号,指挥坦克,39,重装集结：二战德军坦克及变型车辆全集：Ⅲ号指挥坦克E型　140
29,0.7791916751926983,123,二战,投入使用时间,指挥坦克,39,重装集结：二战德军坦克及变型车辆全集：Ⅲ号指挥坦克E型　140
30,0.7791917,124,德军,研发单位与厂商,I号底盘假想敌演习坦克,40,重装集结：二战德军坦克及变型车辆全集：I号底盘假想敌演习坦克　55
30,0.7791917,125,二战,投入使用时间,I号底盘假想敌演习坦克,40,重装集结：二战德军坦克及变型车辆全集：I号底盘假想敌演习坦克　55
12,0.7987996576317927,126,德军,研发单位与厂商,坦克,41,重装集结：二战德军坦克及变型车辆全集：Ⅲ号坦克BCD型　106
12,0.7987948626592634,127,Ⅲ号,型号,坦克,41,重装集结：二战德军坦克及变型车辆全集：Ⅲ号坦克BCD型　106
12,0.7953958828054508,128,BCD型,型号,坦克,41,重装集结：二战德军坦克及变型车辆全集：Ⅲ号坦克BCD型　106
12,0.8057744970860458,129,二战,投入使用时间,坦克,41,重装集结：二战德军坦克及变型车辆全集：Ⅲ号坦克BCD型　106
23,0.8045867798152773,130,半主动激光,制导系统,海尔法反坦克导弹,42,海尔法反坦克导弹：在制导方面，鉴于半主动激光、红外和毫米波雷达各有所长也各有所短，洛·马公司大胆地为JCM设计了集三种制导方式于一体的所谓“三模导引头”，使JCM在具备“发射后不管”和昼夜全天候能力的同时，还大幅度提高抗干扰和精确打击能力，同时显著减少附带破坏。
23,0.7791916751926983,131,洛·马公司,研发单位与厂商,海尔法反坦克导弹,42,海尔法反坦克导弹：在制导方面，鉴于半主动激光、红外和毫米波雷达各有所长也各有所短，洛·马公司大胆地为JCM设计了集三种制导方式于一体的所谓“三模导引头”，使JCM在具备“发射后不管”和昼夜全天候能力的同时，还大幅度提高抗干扰和精确打击能力，同时显著减少附带破坏。
31,0.7791917,132,蝎式轻型(侦察)坦克,产国,英国,45,英国蝎式轻型(侦察)坦克：第一批生产型打击者(Striler)车于1965年6月交付，当年在莱茵河英国陆军服役。该车装备皇家装甲部队的反坦克部队。比利时的第一批订货于1976年6月交付。该车是以斯巴达人装甲人员输送车为基础，驾驶员在左前方，车长在其后，导弹发射手在车长的右侧。车长有1个No.26指挥塔，其上有8个潜望镜和1个瞄准线与机枪一起俯仰的1×或10×的单筒瞄准镜，1×的可由1.8×的微光瞄准镜取代。指挥塔右边安装1挺7.62mm机枪。导弹射手有1个1×和10×的单筒瞄准镜，可左右旋转55°，有1单扇右开舱盖。装有5枚斯维费尔反坦克导弹的发射箱在车顶后部，另有5枚在车内，最小射程150～300m取决于射手与车的距离；最大射程4000m。导弹可在车内发射，也可在离发射手100m内的有昨位置处发射。车的前部安装2排4管烟幕弹发射器。最近又装备了巴尔和斯特劳德(BarrandStroud)公司的热成像夜视仪。
31,0.7791917,133,1965年,投入使用时间,英国,45,英国蝎式轻型(侦察)坦克：第一批生产型打击者(Striler)车于1965年6月交付，当年在莱茵河英国陆军服役。该车装备皇家装甲部队的反坦克部队。比利时的第一批订货于1976年6月交付。该车是以斯巴达人装甲人员输送车为基础，驾驶员在左前方，车长在其后，导弹发射手在车长的右侧。车长有1个No.26指挥塔，其上有8个潜望镜和1个瞄准线与机枪一起俯仰的1×或10×的单筒瞄准镜，1×的可由1.8×的微光瞄准镜取代。指挥塔右边安装1挺7.62mm机枪。导弹射手有1个1×和10×的单筒瞄准镜，可左右旋转55°，有1单扇右开舱盖。装有5枚斯维费尔反坦克导弹的发射箱在车顶后部，另有5枚在车内，最小射程150～300m取决于射手与车的距离；最大射程4000m。导弹可在车内发射，也可在离发射手100m内的有昨位置处发射。车的前部安装2排4管烟幕弹发射器。最近又装备了巴尔和斯特劳德(BarrandStroud)公司的热成像夜视仪。
32,1.0,134,1965年,投入使用时间,蝎式轻型(侦察)坦克,45,英国蝎式轻型(侦察)坦克：第一批生产型打击者(Striler)车于1965年6月交付，当年在莱茵河英国陆军服役。该车装备皇家装甲部队的反坦克部队。比利时的第一批订货于1976年6月交付。该车是以斯巴达人装甲人员输送车为基础，驾驶员在左前方，车长在其后，导弹发射手在车长的右侧。车长有1个No.26指挥塔，其上有8个潜望镜和1个瞄准线与机枪一起俯仰的1×或10×的单筒瞄准镜，1×的可由1.8×的微光瞄准镜取代。指挥塔右边安装1挺7.62mm机枪。导弹射手有1个1×和10×的单筒瞄准镜，可左右旋转55°，有1单扇右开舱盖。装有5枚斯维费尔反坦克导弹的发射箱在车顶后部，另有5枚在车内，最小射程150～300m取决于射手与车的距离；最大射程4000m。导弹可在车内发射，也可在离发射手100m内的有昨位置处发射。车的前部安装2排4管烟幕弹发射器。最近又装备了巴尔和斯特劳德(BarrandStroud)公司的热成像夜视仪。
12,0.7987996576317927,135,德军,研发单位与厂商,坦克,46,重装集结：二战德军坦克及变型车辆全集：Ⅱ号坦克F型　68
12,0.7987948626592634,136,F型,型号,坦克,46,重装集结：二战德军坦克及变型车辆全集：Ⅱ号坦克F型　68
12,0.7987948626592634,137,Ⅱ号,型号,坦克,46,重装集结：二战德军坦克及变型车辆全集：Ⅱ号坦克F型　68
12,0.8057744970860458,138,二战,投入使用时间,坦克,46,重装集结：二战德军坦克及变型车辆全集：Ⅱ号坦克F型　68
